Sales ID,Count,Open Date,Year,Month,Month Order,Days to Make Sale,Car ID,Dealer ID,Temperature (F),Temperature Category,Weather Condition,Humidity (%),Wind Speed (mph),Wind Gust (mph),Wind Direction,Visibility (mi),Wind Chill (F),Precipitation (in),Fog (Y/N),Rain (Y/N),Snow (Y/N)
693771,1,25-Aug-2024,2024,Aug,8,25,87110,1215,72,71-80,Overcast,93,8.1,,ESE,0.8,,0,N,N,N
693770,1,25-Aug-2024,2024,Aug,8,1,132120,1212,71.6,71-80,Overcast,94,9.2,,ESE,0.8,,0,N,N,N
693769,1,25-Aug-2024,2024,Aug,8,1,132120,1402,,,Clear,,,,,7,,0,N,N,N
693768,1,25-Aug-2024,2024,Aug,8,1,99110,1401,,,Clear,,,,,7,,0,N,N,N
693767,1,25-Aug-2024,2024,Aug,8,2,87110,1288,,,Clear,,,,,7,,0,N,N,N
693765,1,25-Aug-2024,2024,Aug,8,7,147160,1336,71.6,71-80,Overcast,94,9.2,,ESE,0.8,,0,N,N,N
693766,1,25-Aug-2024,2024,Aug,8,1,87110,1301,71.1,71-80,Clear,93,8.1,,ESE,7,,0,N,N,N
693762,1,25-Aug-2024,2024,Aug,8,16,132120,1336,71.6,71-80,Overcast,94,9.2,,ESE,0.8,,0,N,N,N
693763,1,25-Aug-2024,2024,Aug,8,1,132120,1402,71.6,71-80,Overcast,94,9.2,,ESE,0.8,,0,N,N,N
693764,1,25-Aug-2024,2024,Aug,8,1,132120,1402,71.6,71-80,Overcast,94,9.2,,ESE,0.8,,0,N,N,N
693761,1,25-Aug-2024,2024,Aug,8,9,99110,1336,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693760,1,25-Aug-2024,2024,Aug,8,1,99110,1301,69.1,61-70,Clear,100,6.9,,SSE,7,,0,N,N,N
693759,1,25-Aug-2024,2024,Aug,8,1,132120,1301,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693758,1,25-Aug-2024,2024,Aug,8,15,132120,1336,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693756,1,25-Aug-2024,2024,Aug,8,1,87110,1401,,,Clear,,,,,7,,0,N,N,N
693757,1,25-Aug-2024,2024,Aug,8,11,99110,1301,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693755,1,25-Aug-2024,2024,Aug,8,21,87110,1401,,,Clear,,,,,7,,0,N,N,N
693754,1,25-Aug-2024,2024,Aug,8,7,132120,1224,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693753,1,25-Aug-2024,2024,Aug,8,11,99110,1288,69.1,61-70,Clear,100,6.9,,SSE,7,,0,N,N,N
693752,1,25-Aug-2024,2024,Aug,8,1,87110,1401,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693751,1,25-Aug-2024,2024,Aug,8,1,132120,1402,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693749,1,25-Aug-2024,2024,Aug,8,1,99110,1301,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693750,1,25-Aug-2024,2024,Aug,8,3,132120,1217,69.1,61-70,Clear,100,6.9,,SSE,7,,0,N,N,N
693748,1,25-Aug-2024,2024,Aug,8,11,99110,1222,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693746,1,25-Aug-2024,2024,Aug,8,1,99110,1212,,,Clear,,,,,7,,0,N,N,N
693747,1,25-Aug-2024,2024,Aug,8,6,147160,1224,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693745,1,25-Aug-2024,2024,Aug,8,1,87110,1401,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693744,1,25-Aug-2024,2024,Aug,8,25,87110,1222,,,Clear,,,,,7,,0,N,N,N
693743,1,25-Aug-2024,2024,Aug,8,25,87110,1401,,,Clear,,,,,7,,0,N,N,N
693742,1,25-Aug-2024,2024,Aug,8,1,132120,1401,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693741,1,25-Aug-2024,2024,Aug,8,1,99110,1212,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693739,1,25-Aug-2024,2024,Aug,8,1,26151,1402,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693740,1,25-Aug-2024,2024,Aug,8,1,99110,1224,69.1,61-70,Clear,100,6.9,,SSE,7,,0,N,N,N
693738,1,25-Aug-2024,2024,Aug,8,11,99110,1336,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693736,1,25-Aug-2024,2024,Aug,8,2,99110,1301,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693737,1,25-Aug-2024,2024,Aug,8,1,99110,1301,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693734,1,25-Aug-2024,2024,Aug,8,21,87110,1401,,,Clear,,,,,7,,0,N,N,N
693735,1,25-Aug-2024,2024,Aug,8,11,99110,1224,70,61-70,Overcast,97,5.8,,SE,0.8,,0,N,N,N
693733,1,25-Aug-2024,2024,Aug,8,1,99110,1215,,,Clear,,,,,7,,0,N,N,N
693732,1,25-Aug-2024,2024,Aug,8,21,87110,1401,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693731,1,25-Aug-2024,2024,Aug,8,1,87110,1212,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693730,1,25-Aug-2024,2024,Aug,8,25,87110,1215,,,Clear,,,,,7,,0,N,N,N
693729,1,25-Aug-2024,2024,Aug,8,1,99110,1222,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693728,1,25-Aug-2024,2024,Aug,8,1,99110,1301,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693726,1,25-Aug-2024,2024,Aug,8,1,132120,1301,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693727,1,25-Aug-2024,2024,Aug,8,1,87110,1215,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693725,1,25-Aug-2024,2024,Aug,8,1,99110,1224,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693724,1,25-Aug-2024,2024,Aug,8,1,99110,1212,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693723,1,25-Aug-2024,2024,Aug,8,1,99110,1212,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693721,1,25-Aug-2024,2024,Aug,8,1,99110,1212,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693722,1,25-Aug-2024,2024,Aug,8,1,99110,1212,69.8,61-70,Overcast,94,6.9,,SSE,0.8,,0,N,N,N
693720,1,25-Aug-2024,2024,Aug,8,1,99110,1215,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693719,1,25-Aug-2024,2024,Aug,8,2,99110,1222,,,Clear,,,,,7,,0,N,N,N
693718,1,25-Aug-2024,2024,Aug,8,1,99110,1301,69.8,61-70,Overcast,94,8.1,,SSE,1.5,,0,N,N,N
693716,1,25-Aug-2024,2024,Aug,8,1,99110,1288,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693717,1,25-Aug-2024,2024,Aug,8,1,99110,1215,68,61-70,Overcast,100,8.1,,SE,0.8,,0,N,N,N
693714,1,25-Aug-2024,2024,Aug,8,1,99110,1224,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693715,1,25-Aug-2024,2024,Aug,8,4,99110,1336,68,61-70,Overcast,100,8.1,,SE,0.8,,0,N,N,N
693713,1,25-Aug-2024,2024,Aug,8,1,132120,1402,68,61-70,Overcast,100,8.1,,SE,0.8,,0,N,N,N
693712,1,25-Aug-2024,2024,Aug,8,21,87110,1222,,,Clear,,,,,7,,0,N,N,N
693711,1,25-Aug-2024,2024,Aug,8,1,99110,1301,69.8,61-70,Overcast,94,5.8,,SE,0.8,,0,N,N,N
693710,1,25-Aug-2024,2024,Aug,8,1,99110,1301,69.8,61-70,Overcast,94,5.8,,SE,0.8,,0,N,N,N
693709,1,25-Aug-2024,2024,Aug,8,1,99110,1301,68,61-70,Overcast,100,8.1,,ESE,0.8,,0,N,N,N
693708,1,25-Aug-2024,2024,Aug,8,1,99110,1217,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693707,1,25-Aug-2024,2024,Aug,8,1,99110,1402,68,61-70,Overcast,100,8.1,,ESE,0.8,,0,N,N,N
693705,1,25-Aug-2024,2024,Aug,8,1,147160,1401,68,61-70,Scattered Clouds,96,8.1,,ESE,10,,0,N,N,N
693706,1,25-Aug-2024,2024,Aug,8,1,147160,1401,68,61-70,Scattered Clouds,96,8.1,,ESE,10,,0,N,N,N
693704,1,25-Aug-2024,2024,Aug,8,1,99110,1215,68,61-70,Clear,100,6.9,,SE,7,,0,N,N,N
693703,1,25-Aug-2024,2024,Aug,8,1,147160,1401,68,61-70,Scattered Clouds,96,8.1,,ESE,10,,0,N,N,N
693702,1,25-Aug-2024,2024,Aug,8,25,87110,1215,,,Clear,,,,,7,,0,N,N,N
693701,1,25-Aug-2024,2024,Aug,8,6,147160,1212,68,61-70,Scattered Clouds,96,8.1,,ESE,10,,0,N,N,N
693700,1,25-Aug-2024,2024,Aug,8,1,26151,1336,,,Clear,,,,,7,,0,N,N,N
693699,1,25-Aug-2024,2024,Aug,8,1,87110,1336,68,61-70,Scattered Clouds,96,8.1,,ESE,10,,0,N,N,N
693698,1,25-Aug-2024,2024,Aug,8,7,99110,1336,68,61-70,Overcast,100,5.8,,SSE,1.5,,0,N,N,N
693697,1,25-Aug-2024,2024,Aug,8,1,87110,1336,,,Clear,,,,,7,,0,N,N,N
693696,1,25-Aug-2024,2024,Aug,8,1,99110,1215,66.9,61-70,Clear,100,8.1,,SSW,7,,0,N,N,N
693695,1,25-Aug-2024,2024,Aug,8,1,87110,1401,68,61-70,Scattered Clouds,94,0,,North,10,,0,N,N,N
693694,1,25-Aug-2024,2024,Aug,8,1,99110,1222,70,61-70,Overcast,93,5.8,,South,10,,0,N,N,N
693693,1,24-Aug-2024,2024,Aug,8,4,99110,1336,69.8,61-70,Overcast,94,6.9,,South,10,,0,N,N,N
693692,1,24-Aug-2024,2024,Aug,8,2,132120,1224,70,61-70,Scattered Clouds,93,9.2,,South,10,,0,N,N,N
693691,1,24-Aug-2024,2024,Aug,8,1,99110,1217,69.1,61-70,Clear,96,12.7,19.6,South,7,,0,N,N,N
693690,1,24-Aug-2024,2024,Aug,8,4,99110,1224,71.1,71-80,Scattered Clouds,93,10.4,,SSW,10,,0,N,N,N
693689,1,24-Aug-2024,2024,Aug,8,1,87110,1402,,,Clear,,,,,7,,0,N,N,N
693688,1,24-Aug-2024,2024,Aug,8,8,99110,1336,71.1,71-80,Scattered Clouds,93,10.4,,SSW,10,,0,N,N,N
693687,1,24-Aug-2024,2024,Aug,8,11,99110,1288,69.1,61-70,Clear,96,11.5,,South,7,,0,N,N,N
693686,1,24-Aug-2024,2024,Aug,8,11,99110,1224,71.1,71-80,Scattered Clouds,93,10.4,,SSW,10,,0,N,N,N
693685,1,24-Aug-2024,2024,Aug,8,4,99110,1336,71.1,71-80,Scattered Clouds,93,10.4,,SSW,10,,0,N,N,N
693684,1,24-Aug-2024,2024,Aug,8,1,87110,1401,71.1,71-80,Scattered Clouds,93,9.2,,SSE,10,,0,N,N,N
693683,1,24-Aug-2024,2024,Aug,8,25,87110,1215,,,Clear,,,,,7,,0,N,N,N
693682,1,24-Aug-2024,2024,Aug,8,1,87110,1336,71.1,71-80,Scattered Clouds,93,9.2,,SSE,10,,0,N,N,N
693681,1,24-Aug-2024,2024,Aug,8,1,147160,1336,,,Clear,,,,,7,,0,N,N,N
693680,1,24-Aug-2024,2024,Aug,8,1,99110,1336,,,Clear,,,,,7,,0,N,N,N
693679,1,24-Aug-2024,2024,Aug,8,1,99110,1301,71.1,71-80,Scattered Clouds,93,9.2,,SSE,10,,0,N,N,N
693678,1,24-Aug-2024,2024,Aug,8,1,99110,1217,72,71-80,Clear,91,8.1,,South,7,,0,N,N,N
693677,1,24-Aug-2024,2024,Aug,8,1,99110,1401,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693676,1,24-Aug-2024,2024,Aug,8,1,87110,1336,,,Clear,,,,,7,,0,N,N,N
693675,1,24-Aug-2024,2024,Aug,8,1,99110,1336,,,Clear,,,,,7,,0,N,N,N
693674,1,24-Aug-2024,2024,Aug,8,18,147160,1402,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693673,1,24-Aug-2024,2024,Aug,8,1,99110,1301,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693672,1,24-Aug-2024,2024,Aug,8,11,99110,1401,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693671,1,24-Aug-2024,2024,Aug,8,15,87110,1401,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693670,1,24-Aug-2024,2024,Aug,8,29,99110,1212,70,61-70,Scattered Clouds,97,6.9,,SE,10,,0,N,N,N
693669,1,24-Aug-2024,2024,Aug,8,26,87110,1402,,,Clear,,,,,7,,0,N,N,N
693668,1,24-Aug-2024,2024,Aug,8,1,99110,1288,73,71-80,Clear,90,8.1,,East,7,,0,N,N,N
693667,1,24-Aug-2024,2024,Aug,8,1,87110,1402,73,71-80,Scattered Clouds,87,6.9,,ESE,10,,0,N,N,N
693666,1,24-Aug-2024,2024,Aug,8,11,99110,1224,75,71-80,Clear,87,4.6,,ESE,7,,0,N,N,N
693665,1,24-Aug-2024,2024,Aug,8,1,147160,1402,,,Clear,,,,,7,,0,N,N,N
693664,1,24-Aug-2024,2024,Aug,8,1,87110,1288,75,71-80,Clear,87,4.6,,ESE,7,,0,N,N,N
693663,1,24-Aug-2024,2024,Aug,8,1,87110,1402,,,Clear,,,,,7,,0,N,N,N
693661,1,24-Aug-2024,2024,Aug,8,1,99110,1401,73,71-80,Scattered Clouds,87,6.9,,ESE,10,,0,N,N,N
693662,1,24-Aug-2024,2024,Aug,8,11,99110,1336,73,71-80,Scattered Clouds,87,6.9,,ESE,10,,0,N,N,N
693660,1,24-Aug-2024,2024,Aug,8,1,87110,1222,73,71-80,Scattered Clouds,87,6.9,,ESE,10,,0,N,N,N
693659,1,24-Aug-2024,2024,Aug,8,1,87110,1224,,,Clear,,,,,7,,0,N,N,N
693658,1,24-Aug-2024,2024,Aug,8,1,99110,1301,73,71-80,Clear,90,6.9,,ESE,7,,0,N,N,N
693657,1,24-Aug-2024,2024,Aug,8,1,99110,1401,73.9,71-80,Overcast,82,9.2,,ESE,10,,0,N,N,N
693656,1,24-Aug-2024,2024,Aug,8,1,99110,1301,73,71-80,Clear,90,6.9,,ESE,7,,0,N,N,N
693654,1,24-Aug-2024,2024,Aug,8,1,26151,1288,73,71-80,Clear,90,6.9,,ESE,7,,0,N,N,N
693655,1,24-Aug-2024,2024,Aug,8,1,99110,1401,73.9,71-80,Overcast,82,9.2,,ESE,10,,0,N,N,N
693653,1,24-Aug-2024,2024,Aug,8,1,99110,1401,,,Clear,,,,,7,,0,N,N,N
693652,1,24-Aug-2024,2024,Aug,8,1,99110,1401,73.9,71-80,Overcast,82,9.2,,ESE,10,,0,N,N,N
693651,1,24-Aug-2024,2024,Aug,8,11,99110,1222,73.9,71-80,Overcast,82,9.2,,ESE,10,,0,N,N,N
693650,1,24-Aug-2024,2024,Aug,8,1,99110,1288,73,71-80,Clear,90,6.9,,ESE,7,,0,N,N,N
693649,1,24-Aug-2024,2024,Aug,8,8,99110,1212,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693648,1,24-Aug-2024,2024,Aug,8,11,99110,1217,73,71-80,Clear,90,5.8,,East,7,,0,N,N,N
693647,1,24-Aug-2024,2024,Aug,8,11,99110,1224,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693646,1,24-Aug-2024,2024,Aug,8,1,99110,1215,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693645,1,24-Aug-2024,2024,Aug,8,1,99110,1224,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693644,1,24-Aug-2024,2024,Aug,8,7,87110,1224,73,71-80,Clear,90,5.8,,East,7,,0,N,N,N
693643,1,24-Aug-2024,2024,Aug,8,15,99110,1212,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693642,1,24-Aug-2024,2024,Aug,8,1,99110,1215,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693641,1,24-Aug-2024,2024,Aug,8,1,26151,1224,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693640,1,24-Aug-2024,2024,Aug,8,11,99110,1401,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693639,1,24-Aug-2024,2024,Aug,8,4,132120,1224,73,71-80,Clear,90,5.8,,East,7,,0,N,N,N
693638,1,24-Aug-2024,2024,Aug,8,1,26151,1401,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693636,1,24-Aug-2024,2024,Aug,8,1,132120,1402,71.1,71-80,Overcast,90,8.1,,ESE,10,,0,N,N,N
693637,1,24-Aug-2024,2024,Aug,8,1,147160,1224,73,71-80,Clear,90,5.8,,East,7,,0,N,N,N
693635,1,24-Aug-2024,2024,Aug,8,1,132120,1288,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693634,1,24-Aug-2024,2024,Aug,8,1,99110,1222,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693633,1,24-Aug-2024,2024,Aug,8,17,132120,1402,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693632,1,24-Aug-2024,2024,Aug,8,11,99110,1288,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693631,1,24-Aug-2024,2024,Aug,8,1,132120,1401,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693630,1,24-Aug-2024,2024,Aug,8,1,147160,1401,,,Clear,,,,,7,,0,N,N,N
693629,1,24-Aug-2024,2024,Aug,8,1,132120,1401,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693628,1,24-Aug-2024,2024,Aug,8,1,87110,1224,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693626,1,24-Aug-2024,2024,Aug,8,11,99110,1288,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693627,1,24-Aug-2024,2024,Aug,8,3,132120,1224,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693625,1,24-Aug-2024,2024,Aug,8,15,132120,1336,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693623,1,24-Aug-2024,2024,Aug,8,11,99110,1215,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693624,1,24-Aug-2024,2024,Aug,8,1,132120,1215,,,Clear,,,,,7,,0,N,N,N
693622,1,24-Aug-2024,2024,Aug,8,1,147160,1288,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693621,1,24-Aug-2024,2024,Aug,8,8,99110,1217,75,71-80,Clear,84,3.5,,ENE,7,,0,N,N,N
693619,1,24-Aug-2024,2024,Aug,8,1,132120,1402,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693620,1,24-Aug-2024,2024,Aug,8,1,132120,1224,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693617,1,24-Aug-2024,2024,Aug,8,8,87110,1336,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693618,1,24-Aug-2024,2024,Aug,8,1,99110,1401,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693616,1,24-Aug-2024,2024,Aug,8,1,99110,1215,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693615,1,24-Aug-2024,2024,Aug,8,1,147160,1336,73,71-80,Overcast,87,11.5,,ESE,10,,0,N,N,N
693613,1,24-Aug-2024,2024,Aug,8,1,132120,1401,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693614,1,24-Aug-2024,2024,Aug,8,11,99110,1288,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693611,1,24-Aug-2024,2024,Aug,8,26,99110,1215,,,Clear,,,,,7,,0,N,N,N
693612,1,24-Aug-2024,2024,Aug,8,1,99110,1402,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693610,1,24-Aug-2024,2024,Aug,8,1,87110,1215,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693609,1,24-Aug-2024,2024,Aug,8,1,26151,1301,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693608,1,24-Aug-2024,2024,Aug,8,11,99110,1215,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693607,1,24-Aug-2024,2024,Aug,8,1,132120,1224,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693606,1,24-Aug-2024,2024,Aug,8,3,132120,1224,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693605,1,24-Aug-2024,2024,Aug,8,1,132120,1402,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693604,1,24-Aug-2024,2024,Aug,8,1,87110,1288,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693603,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693602,1,24-Aug-2024,2024,Aug,8,1,147160,1301,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693601,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693600,1,24-Aug-2024,2024,Aug,8,11,99110,1288,75.9,71-80,Clear,79,3.5,,East,7,,0,N,N,N
693599,1,24-Aug-2024,2024,Aug,8,1,99110,1215,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693598,1,24-Aug-2024,2024,Aug,8,11,99110,1336,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693597,1,24-Aug-2024,2024,Aug,8,1,99110,1301,73.9,71-80,Overcast,82,6.9,,ESE,10,,0,N,N,N
693596,1,24-Aug-2024,2024,Aug,8,23,132120,1402,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693594,1,24-Aug-2024,2024,Aug,8,11,99110,1288,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693595,1,24-Aug-2024,2024,Aug,8,1,99110,1288,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693593,1,24-Aug-2024,2024,Aug,8,11,99110,1288,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693592,1,24-Aug-2024,2024,Aug,8,1,132120,1301,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693591,1,24-Aug-2024,2024,Aug,8,1,99110,1301,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693590,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693589,1,24-Aug-2024,2024,Aug,8,1,132120,1301,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693588,1,24-Aug-2024,2024,Aug,8,17,99110,1224,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693586,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693587,1,24-Aug-2024,2024,Aug,8,1,99110,1217,73.9,71-80,Overcast,82,6.9,,SE,10,,0,N,N,N
693585,1,24-Aug-2024,2024,Aug,8,1,147160,1224,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693584,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693583,1,24-Aug-2024,2024,Aug,8,23,132120,1222,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693582,1,24-Aug-2024,2024,Aug,8,1,132120,1222,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693581,1,24-Aug-2024,2024,Aug,8,1,132120,1222,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693580,1,24-Aug-2024,2024,Aug,8,1,132120,1301,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693579,1,24-Aug-2024,2024,Aug,8,1,26151,1212,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693578,1,24-Aug-2024,2024,Aug,8,1,99110,1212,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693577,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693575,1,24-Aug-2024,2024,Aug,8,2,132120,1288,73,71-80,Clear,87,0,,North,7,,0,N,N,N
693576,1,24-Aug-2024,2024,Aug,8,1,99110,1224,73.4,71-80,Overcast,83,6.9,,SE,10,,0,N,N,N
693573,1,24-Aug-2024,2024,Aug,8,1,132120,1336,72,71-80,Overcast,87,9.2,,SE,10,,0,N,N,N
693574,1,24-Aug-2024,2024,Aug,8,1,99110,1217,72,71-80,Clear,91,3.5,,Variable,7,,0,N,N,N
693571,1,24-Aug-2024,2024,Aug,8,11,99110,1224,72,71-80,Overcast,87,9.2,,SE,10,,0,N,N,N
693572,1,24-Aug-2024,2024,Aug,8,11,99110,1224,72,71-80,Clear,91,3.5,,Variable,7,,0,N,N,N
693570,1,24-Aug-2024,2024,Aug,8,1,99110,1215,72,71-80,Overcast,87,9.2,,SE,10,,0,N,N,N
693569,1,24-Aug-2024,2024,Aug,8,11,99110,1402,72,71-80,Overcast,87,9.2,,SE,10,,0,N,N,N
693568,1,24-Aug-2024,2024,Aug,8,1,87110,1288,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693567,1,24-Aug-2024,2024,Aug,8,16,147160,1401,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693566,1,24-Aug-2024,2024,Aug,8,1,132120,1402,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693565,1,24-Aug-2024,2024,Aug,8,1,99110,1288,72,71-80,Clear,91,3.5,,Variable,7,,0,N,N,N
693564,1,24-Aug-2024,2024,Aug,8,1,99110,1402,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693563,1,24-Aug-2024,2024,Aug,8,2,99110,1288,72,71-80,Clear,91,3.5,,Variable,7,,0,N,N,N
693562,1,24-Aug-2024,2024,Aug,8,1,99110,1301,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693561,1,24-Aug-2024,2024,Aug,8,21,99110,1301,72,71-80,Clear,91,3.5,,Variable,7,,0,N,N,N
693559,1,24-Aug-2024,2024,Aug,8,1,99110,1401,,,Clear,,,,,7,,0,N,N,N
693560,1,24-Aug-2024,2024,Aug,8,16,132120,1224,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693557,1,24-Aug-2024,2024,Aug,8,11,99110,1402,73.4,71-80,Overcast,83,9.2,,SE,10,,0,N,N,N
693558,1,24-Aug-2024,2024,Aug,8,1,99110,1401,,,Clear,,,,,7,,0,N,N,N
693555,1,24-Aug-2024,2024,Aug,8,1,132120,1401,72,71-80,Overcast,87,4.6,,SE,10,,0,N,N,N
693556,1,24-Aug-2024,2024,Aug,8,2,99110,1401,72,71-80,Overcast,87,4.6,,SE,10,,0,N,N,N
693554,1,24-Aug-2024,2024,Aug,8,1,99110,1301,72,71-80,Overcast,87,4.6,,SE,10,,0,N,N,N
693553,1,24-Aug-2024,2024,Aug,8,1,132120,1401,72,71-80,Overcast,87,4.6,,SE,10,,0,N,N,N
